3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
1,1,0,0,0,1,10,15,14,1761,24.0,906,12,83,17,11,1
1,1,1,0,1,1,0,5,47,3578,9.0,740,20,166,15,5,3
1,1,1,1,1,0,10,14,62,369,2.0,1435,4,150,8,1,0
1,1,1,1,0,1,3,14,21,3507,3.5999999999999996,1745,20,89,18,1,3
1,1,0,0,1,1,2,20,4,3452,5.2,1995,19,171,6,3,3
1,1,1,0,1,0,10,14,28,981,3.6,1813,14,159,15,14,0
0,0,1,1,1,1,2,12,40,2534,5.699999999999999,1719,5,118,10,6,2
1,1,0,0,1,0,1,11,17,3248,3.5,812,14,182,13,10,2
1,1,1,1,0,1,0,6,63,2646,20.3,987,6,154,12,1,2
1,0,1,1,0,0,5,6,50,3454,2.0999999999999996,977,19,106,15,14,3
0,0,1,1,0,1,0,18,7,375,1.4,1289,19,99,5,1,0
0,0,1,1,0,1,3,20,42,1622,0.5,1125,9,158,13,0,1
1,0,0,1,1,1,14,15,28,2246,5.699999999999999,1733,12,104,18,6,2
0,0,1,1,1,1,1,4,35,3816,1.2,1333,9,198,18,7,3
1,1,1,1,1,1,3,13,48,1597,18.0,964,18,131,15,7,1
1,1,1,0,0,0,1,5,24,3733,2.6,1613,5,195,15,5,3
0,0,0,1,0,1,1,4,8,2877,4.8,1123,12,171,17,9,2
1,1,1,1,0,0,0,16,7,3227,11.2,1913,4,136,6,0,3
1,1,1,0,0,0,3,7,20,1446,3.5,1302,16,184,8,6,1
1,1,0,0,1,1,0,14,9,1043,1.4,797,13,104,13,11,0
0,0,0,1,1,1,5,7,9,1649,3.0,1074,3,174,16,3,1
1,0,0,1,0,1,0,3,61,483,13.0,1411,4,165,16,5,0
1,1,1,1,1,1,0,1,16,3712,11.0,1502,16,187,9,2,3
1,0,1,1,0,0,1,20,22,1694,6.0,983,8,170,19,15,1
1,0,0,0,1,0,7,13,8,584,3.5,1457,10,120,13,4,0
1,1,0,1,0,1,3,6,40,3431,5.4,1315,20,162,8,2,3
0,0,0,0,0,0,11,17,11,2315,3.5,1514,5,187,13,0,2
1,1,1,1,1,1,0,1,63,3870,2.5,1604,19,169,16,13,3
1,1,0,0,1,1,11,20,63,2205,4.8,1919,8,109,9,4,2
0,0,1,1,0,0,2,4,44,986,9.0,1152,8,80,7,5,0
1,1,0,1,0,1,10,15,40,3366,14.5,664,5,173,8,4,2
0,0,0,0,0,0,9,10,36,3380,3.0,1848,17,174,10,2,3
1,1,1,0,1,1,9,19,28,3095,2.0,1319,17,178,7,1,2
1,1,0,1,0,0,4,9,20,2509,17.5,1189,15,171,17,7,2
1,1,1,1,1,0,1,4,59,3785,7.800000000000001,1130,5,98,17,4,3
1,0,1,1,1,1,11,14,5,3801,5.2,654,9,199,14,13,3
1,1,1,1,1,1,0,1,42,2039,4.0,727,19,163,5,0,1
1,1,0,0,1,1,7,16,53,2156,5.4,1688,20,88,5,4,2
1,0,0,0,0,0,1,2,44,1354,4.0,1275,11,136,7,5,1
1,1,1,1,1,0,3,14,37,3094,11.0,1108,10,143,6,1,2
0,0,0,1,0,0,4,7,37,3505,5.4,839,4,93,5,1,3
1,1,0,0,1,0,1,2,6,3725,2.5,1464,6,97,9,1,3
1,0,0,1,0,1,0,0,33,1422,1.3,750,7,156,6,5,0
1,0,1,0,0,1,9,15,57,786,3.3000000000000003,1749,9,183,8,1,0
1,0,1,1,0,1,2,5,42,1712,2.5,1229,15,197,11,9,1
1,1,0,1,1,0,19,20,47,1522,20.3,1506,3,130,5,1,1
1,0,0,0,0,1,0,20,23,1811,8.4,1887,11,148,18,16,2
1,0,1,0,0,0,6,8,3,2807,0.5,652,13,193,19,17,2
1,0,1,1,0,0,7,14,30,2229,16.799999999999997,1422,15,99,15,5,1
1,0,0,0,1,1,10,14,63,1509,7.6,709,7,150,7,2,1
1,1,0,0,1,1,1,6,62,886,4.0,583,13,84,13,2,0
1,0,1,0,1,0,3,5,26,2875,3.9000000000000004,941,11,128,6,3,2
1,1,1,0,1,0,4,17,59,2863,1.2,763,17,119,18,3,2
1,1,0,1,0,0,0,1,55,3936,2.8,1581,3,138,5,1,3
1,0,1,0,1,1,5,10,25,2267,3.0,1045,4,83,18,4,1
1,0,1,1,1,0,0,0,34,386,2.5,1308,16,169,8,0,0
0,0,0,1,1,0,1,7,38,3131,6.0,702,2,82,11,9,3
1,1,0,1,0,0,4,13,36,1655,19.599999999999998,868,5,175,12,10,0
0,0,1,1,1,0,16,20,12,3730,9.2,877,18,107,14,3,3
1,0,1,0,1,1,5,11,24,3397,1.0,1275,19,184,19,15,3
0,0,1,1,1,0,0,1,50,805,4.0,1439,13,182,8,5,0
1,1,1,0,1,0,0,1,15,2187,1.3,510,17,131,5,4,1
1,1,0,1,0,0,1,11,42,3984,10.8,1038,20,150,14,9,3
1,1,1,1,1,1,13,17,32,1561,2.8,529,3,139,12,0,0
1,1,1,1,0,0,8,17,20,2307,5.1,1203,11,157,7,5,2
1,0,1,1,0,0,10,18,13,1921,10.0,768,16,133,8,2,1
0,0,1,1,1,0,2,8,30,1066,1.5,1780,13,82,13,6,1
1,1,1,1,1,1,2,4,9,773,7.2,1021,14,184,13,2,0
1,0,0,0,1,0,0,1,35,1038,2.4,1334,17,199,16,14,0
1,1,1,1,0,0,2,3,34,2225,1.5,1153,8,133,9,8,1
1,1,1,1,1,1,0,2,51,1327,7.2,1138,4,172,13,12,1
0,0,0,0,0,1,13,18,4,668,16.099999999999998,1263,4,178,14,3,0
0,0,0,0,0,1,11,20,56,1692,7.5,825,19,173,18,1,1
1,0,0,1,1,1,10,20,16,1021,1.5,1894,16,172,18,17,1
1,1,0,0,0,1,11,19,40,2510,10.2,1383,19,147,18,9,2
0,0,1,1,1,1,2,9,27,2388,4.4,837,14,167,5,0,2
0,0,0,0,0,1,0,1,63,346,2.3,640,10,94,10,7,0
1,0,0,1,1,1,3,8,3,2872,11.0,1194,13,90,6,5,2
1,1,0,0,1,0,2,9,44,3616,1.7999999999999998,520,18,127,15,4,3
1,0,1,1,0,1,6,19,11,1783,12.5,942,18,196,7,5,1
1,1,0,1,0,1,5,16,24,482,8.8,558,4,169,12,4,0
1,0,0,0,1,0,9,15,56,3352,9.600000000000001,1733,9,111,6,5,3
1,1,1,0,0,0,0,1,52,1104,10.4,1210,10,183,11,2,0
1,1,1,0,1,1,7,17,32,1141,2.0,880,20,141,19,17,0
1,0,0,1,1,1,4,7,60,3691,2.8,1938,3,171,9,5,3
0,0,1,0,1,0,4,19,28,2602,2.6,657,7,118,9,0,2
1,1,0,0,1,0,6,12,47,303,0.5,1273,14,98,11,2,0
1,1,0,1,0,0,0,0,19,585,1.5,1842,19,147,11,3,0
1,0,1,1,0,1,8,12,45,927,5.2,1567,12,99,19,9,0
1,0,1,1,1,0,6,13,36,786,3.4,914,13,128,19,8,0
0,0,0,0,1,1,4,6,22,294,14.4,1568,2,119,13,2,0
1,1,0,1,0,0,4,18,30,3655,3.0,873,15,175,15,13,3
1,1,0,0,0,0,0,5,57,286,2.0,1371,9,108,11,9,0
0,0,0,0,0,1,1,7,15,3285,1.0,1739,9,100,17,8,3
1,0,0,0,0,1,1,10,56,1317,17.6,630,12,119,6,5,0
1,1,1,0,0,0,0,9,54,3547,18.0,1507,18,112,17,6,3
1,1,0,1,1,0,4,6,17,2484,1.0,735,3,131,11,2,2
1,1,1,0,0,0,1,4,41,1791,20.0,941,10,117,7,4,1
1,0,0,0,1,0,1,4,26,3607,5.1,1216,17,116,10,0,3
0,0,0,1,1,1,10,15,3,3521,15.2,621,10,148,6,3,2
0,0,0,1,1,1,3,4,61,1180,14.399999999999999,934,16,138,14,12,0
1,1,1,1,1,0,1,6,18,2026,4.8999999999999995,1962,15,159,10,3,2
0,0,1,1,1,0,0,13,41,1865,3.0,574,6,85,6,5,1
1,0,0,1,0,0,3,6,56,3471,5.0,1078,2,158,10,2,3
1,1,0,0,0,1,15,16,37,2270,10.4,761,4,174,9,1,2
0,0,1,1,0,1,14,20,29,2940,6.300000000000001,1758,9,155,14,5,3
0,0,1,1,0,1,13,18,47,1715,4.0,1745,16,154,6,4,1
1,1,1,1,0,0,1,6,40,841,5.699999999999999,1657,13,170,13,10,0
1,1,1,1,0,0,10,14,26,3381,4.5,968,10,88,14,5,3
0,0,0,0,1,1,1,10,10,337,11.2,1329,5,105,5,4,0
1,1,0,0,0,1,2,4,13,1868,1.0,1923,3,147,11,6,2
1,0,1,0,0,1,0,0,53,1509,20.0,613,13,200,19,18,1
0,0,0,0,0,1,4,9,53,2903,2.7,1268,16,141,17,0,2
1,0,1,1,0,1,2,5,3,1231,8.7,519,16,83,8,6,0
1,0,1,1,1,1,16,18,19,1403,22.4,1157,4,87,6,1,1
1,1,1,0,1,0,7,11,45,1580,4.2,519,12,186,12,10,1
0,0,0,1,1,1,1,17,51,1189,11.0,1308,11,113,14,1,1
1,1,1,1,0,0,4,9,42,1381,4.0,1403,3,144,12,7,1
1,1,0,0,0,0,2,17,38,2826,2.7,936,10,122,19,15,2
0,0,1,0,1,1,8,10,31,1342,5.6000000000000005,1878,18,183,17,14,1
1,1,0,1,1,0,1,4,2,3386,5.8,1141,11,92,6,0,3
1,1,1,1,0,0,2,18,3,1141,5.4,794,3,127,18,6,0
1,0,1,0,1,0,3,6,60,3964,3.8,1260,18,85,15,8,3
1,1,0,0,1,1,2,9,6,2713,6.0,1281,4,191,13,7,2
1,0,1,0,0,1,0,1,17,2165,5.4,1208,19,168,9,1,2
0,0,0,1,1,0,16,17,44,1830,11.2,1023,6,176,14,11,1
1,0,1,0,0,1,9,10,36,3546,6.6000000000000005,1515,10,118,7,6,3
1,0,1,1,1,1,1,5,45,2585,9.0,1333,13,128,7,1,2
1,1,0,1,0,1,3,18,58,873,4.6,529,4,197,11,5,0
1,1,0,0,0,0,6,15,41,1664,13.6,1887,14,81,19,14,1
1,1,1,0,0,0,12,16,41,3334,18.900000000000002,876,14,92,16,3,3
1,1,1,1,1,1,13,19,56,569,14.0,687,6,131,18,1,0
1,1,0,1,1,0,0,0,62,3353,14.0,1153,10,94,7,5,3
1,1,0,1,1,0,5,16,33,3693,10.2,1637,8,118,7,3,3
1,1,0,1,0,1,0,16,27,503,4.0,1131,19,162,12,5,0
1,1,1,1,0,0,0,1,8,2406,3.5999999999999996,1764,18,125,19,18,2
1,1,1,0,1,1,2,6,64,1715,1.0,1544,16,193,8,0,1
1,1,1,1,0,1,3,4,22,2179,4.8999999999999995,844,6,172,10,6,1
1,1,0,1,1,1,4,9,5,3071,4.0,985,16,158,14,4,2
1,1,1,0,1,1,6,9,18,355,1.3,703,3,178,8,6,0
1,0,1,0,1,0,3,12,14,3375,3.6,1906,19,114,6,3,3
0,0,0,0,1,0,11,18,40,2921,2.1,617,19,108,17,1,2
0,0,1,1,0,1,7,18,47,341,4.8,617,5,153,11,3,0
1,1,1,1,1,1,0,2,56,3947,1.3,716,5,167,6,3,3
1,1,0,0,0,0,1,2,54,2650,5.0,676,3,182,5,0,2
1,0,0,1,0,0,8,9,12,3816,4.0,1770,19,118,8,4,3
0,0,0,0,1,0,0,0,62,336,1.9,1857,5,147,19,0,0
1,1,1,0,1,1,8,14,10,625,6.3,524,4,85,6,0,0
0,0,1,0,1,0,8,17,56,3891,4.5,576,18,174,12,9,3
1,1,1,1,1,0,2,3,8,1042,2.0,553,15,153,15,11,0
1,1,0,1,1,1,10,12,8,2141,6.6000000000000005,1012,15,181,18,14,1
1,1,1,0,0,0,11,15,24,2279,12.5,823,3,195,6,4,2
1,0,0,0,1,0,5,19,44,3828,4.0,1928,12,109,9,4,3
1,1,0,0,0,0,5,10,12,2310,1.5,804,13,183,10,8,1
1,1,0,0,1,1,0,1,42,2162,4.800000000000001,1517,18,101,9,0,2
1,0,0,0,1,0,7,11,39,1988,22.4,1500,10,176,10,6,2
1,1,0,1,0,0,4,6,37,2786,8.4,1425,19,135,17,1,3
1,1,0,0,1,1,4,5,3,1972,19.2,547,3,197,11,5,1
1,1,0,0,0,1,13,17,26,1828,3.0,1886,15,115,5,3,1
1,1,0,1,0,0,1,13,4,3286,0.5,1804,17,111,17,8,3
1,1,1,0,1,1,2,6,2,1282,6.6000000000000005,685,10,172,7,6,0
1,1,0,0,1,0,8,12,22,1562,1.0,1352,11,111,16,5,1
0,0,1,1,0,0,0,1,18,1202,10.0,1785,18,180,12,4,1
0,0,0,0,1,0,4,5,61,2262,11.399999999999999,1300,10,143,16,11,2
1,1,1,1,0,1,2,5,33,2828,16.8,1184,15,199,6,4,2
1,1,0,0,1,0,7,16,24,2025,4.6,1180,19,198,8,0,1
1,1,0,1,1,1,13,15,2,621,3.6,886,7,102,11,4,0
1,1,0,0,0,1,9,20,12,293,9.0,1309,9,98,15,0,0
1,0,0,0,0,1,1,5,38,2001,1.5,744,17,188,15,13,1
1,1,1,1,1,0,1,3,59,393,12.0,1408,16,172,15,11,0
1,1,1,1,1,0,1,5,32,714,21.6,734,16,93,13,7,0
1,0,1,0,0,1,0,1,28,3460,4.199999999999999,500,3,128,9,3,2
0,0,0,0,1,1,0,0,45,1019,2.8,1745,5,186,6,4,1
1,0,0,1,1,0,6,13,43,1692,3.0,1296,18,171,15,0,1
1,1,0,0,0,1,15,18,51,2213,1.0,1256,12,83,13,9,1
0,0,0,1,1,1,8,19,20,655,9.0,782,13,109,17,4,0
0,0,0,1,0,0,5,7,24,1567,3.2,965,8,105,5,0,1
1,1,0,1,1,0,4,18,14,1706,17.4,652,5,196,12,4,1
1,0,0,0,1,1,6,13,29,1017,19.599999999999998,1847,11,112,16,7,0
1,1,0,1,1,0,9,19,46,2951,8.4,1363,3,120,7,0,2
1,1,1,0,0,1,0,1,39,533,2.5,1946,17,112,18,14,0
1,1,0,1,1,1,2,14,53,3340,9.600000000000001,1701,19,88,14,11,3
1,0,0,1,1,1,13,20,38,2765,3.0,1754,7,83,6,4,3
1,1,0,0,0,1,0,1,37,3881,11.6,1938,14,94,5,1,3
0,0,1,1,1,0,10,12,52,332,18.2,992,7,107,14,9,0
1,1,0,0,1,1,7,9,38,519,4.8,897,7,110,6,5,0
0,0,1,1,1,1,7,9,58,1683,1.5,1423,16,112,15,13,1
1,1,1,0,1,0,6,17,23,2629,2.5,1343,11,97,13,7,2
1,1,1,1,0,1,5,18,52,2587,7.800000000000001,761,6,141,11,5,2
1,1,1,0,1,1,3,6,20,1828,11.2,1742,13,134,18,7,2
1,1,0,1,1,0,0,5,51,608,4.0,1181,19,198,15,10,0
1,1,1,0,1,1,1,17,58,1446,5.1,1754,2,197,18,3,1
1,1,0,1,1,1,0,3,58,2258,1.0,1315,16,86,17,2,2
1,0,1,0,0,1,0,10,38,558,2.9,649,11,130,8,4,0
1,0,1,1,0,1,2,9,25,1666,3.5999999999999996,1967,18,109,9,7,2
0,0,1,0,0,0,2,9,12,2244,3.4,926,14,179,14,8,2
0,0,0,0,1,0,9,19,33,758,14.4,933,8,191,14,13,0
0,0,0,0,1,0,12,14,58,1061,8.5,913,5,200,17,12,0
1,1,1,0,0,1,1,6,57,3421,0.5,1651,15,193,9,0,3
1,1,0,1,0,1,5,7,42,3950,8.5,1154,19,117,17,14,3
1,1,0,1,1,1,5,16,32,1435,1.6,1181,13,181,11,10,1
1,0,1,0,1,1,0,6,63,3142,4.0,1933,16,181,14,3,3
1,1,1,0,0,0,8,10,38,1579,7.0,1341,19,170,16,4,1
1,1,1,1,1,0,3,8,3,2987,1.5,534,16,89,18,0,2
1,1,1,1,1,1,7,8,28,3269,5.4,1324,19,95,12,3,3
1,1,0,1,0,0,7,12,9,406,5.2,1803,5,112,9,3,0
1,1,1,1,0,1,1,3,53,1604,10.8,1888,6,146,10,6,1
1,1,0,0,0,0,4,7,40,793,5.0,1540,3,162,12,7,0
1,0,0,1,0,0,5,6,15,1983,19.2,1590,11,157,13,10,2
1,0,1,0,1,1,11,16,24,2637,1.0,1183,6,130,16,1,2
0,0,0,1,1,0,1,16,45,879,2.0,1774,3,145,10,0,1
1,1,0,0,0,0,2,15,27,3258,2.1,1159,2,137,8,0,3
1,1,0,1,1,0,0,3,10,2380,1.9,723,16,159,12,4,2
1,1,1,0,0,0,3,9,6,564,0.9,543,12,91,8,5,0
0,0,0,1,1,0,18,20,40,3543,0.5,1348,11,148,12,1,3
1,1,1,0,0,1,18,20,57,1039,3.0,1836,8,111,5,3,1
0,0,1,0,0,1,0,0,31,1895,10.4,1290,12,117,11,9,1
1,0,0,1,1,0,3,6,5,1315,8.7,645,4,185,11,1,0
1,0,0,0,0,0,2,3,58,2801,14.0,1654,5,119,8,0,2
1,1,0,1,1,1,0,0,3,3786,4.6,1156,2,95,11,1,3
0,0,0,1,0,1,4,8,43,3065,15.600000000000001,1341,11,194,6,5,2
1,1,0,0,0,0,8,12,40,2338,4.8,1427,4,121,10,8,2
1,1,0,0,0,1,1,14,7,3137,12.8,1541,11,143,9,0,3
0,0,1,1,0,0,9,17,41,575,2.8,1693,20,139,16,5,0
1,0,1,0,0,1,13,18,23,3600,9.0,1567,9,178,16,11,3
1,0,1,0,0,1,5,6,35,2545,6.8,1564,4,173,18,6,2
1,0,1,0,0,1,4,9,11,541,7.700000000000001,1787,13,103,14,11,0
1,1,1,1,0,0,12,14,33,1686,1.2,770,18,90,18,2,1
0,0,0,1,0,1,1,4,7,989,5.6000000000000005,1748,8,189,12,7,1
1,1,1,0,1,0,0,0,47,2691,3.5,1859,19,85,14,13,3
0,0,0,1,0,0,5,17,6,3787,5.4,975,18,163,8,7,3
1,1,0,0,1,0,2,5,10,2138,6.3,1597,18,172,12,7,2
0,0,1,0,1,1,9,12,42,763,9.2,1941,14,108,13,3,0
0,0,1,0,1,0,6,20,49,2260,18.2,1061,2,133,19,16,2
1,1,1,1,1,0,7,11,11,1732,8.0,1620,13,191,13,2,1
0,0,0,1,0,1,5,15,51,2716,3.9000000000000004,1366,2,129,17,15,2
1,0,0,0,1,0,9,19,46,1424,3.4,1324,13,107,16,7,1
1,1,0,1,1,1,1,2,39,267,13.0,1363,15,129,6,1,0
1,1,1,1,0,1,0,13,18,3153,14.0,1570,7,148,6,2,3
1,1,1,0,1,1,6,16,64,2905,10.5,1524,2,83,6,1,3
0,0,0,0,0,1,0,0,2,1435,6.300000000000001,1179,2,93,19,13,1
1,1,1,0,1,1,8,11,2,3596,1.0,1555,6,90,11,6,3
1,0,1,1,1,1,1,10,15,1831,2.5,981,7,159,17,10,1
1,1,1,1,0,1,6,7,8,2099,2.5,1920,4,194,10,5,2
0,0,1,0,0,1,0,1,54,1790,3.0,1470,19,84,16,7,1
1,1,0,0,0,1,5,7,13,1190,6.4,1986,17,108,7,5,1
1,1,1,0,1,0,2,3,19,1767,11.2,1371,8,94,6,1,1
1,1,0,0,1,0,5,15,25,3199,4.800000000000001,1852,4,85,8,4,3
1,0,1,0,1,0,7,10,6,1621,11.2,1472,19,182,17,0,1
1,1,1,1,1,1,18,19,29,2364,7.199999999999999,1055,3,101,13,3,1
1,0,1,1,1,1,0,12,3,2202,4.2,1371,5,173,15,14,1
1,1,1,0,0,0,0,2,38,2753,7.700000000000001,782,20,199,14,13,2
1,1,1,1,1,0,6,12,36,1005,4.5,1452,15,82,12,4,0
1,1,0,1,1,1,11,12,33,889,2.0,519,9,135,19,3,0
1,1,0,0,1,0,16,18,10,2158,5.4,1989,4,86,14,8,2
1,0,0,0,0,0,0,1,15,1966,8.0,1754,7,166,12,7,2
1,1,1,0,0,1,3,4,42,774,7.0,1329,10,144,14,8,0
0,0,1,0,1,0,0,4,42,2856,1.1,1093,2,114,12,3,2
1,1,0,1,1,1,5,9,38,343,15.400000000000002,986,12,95,15,13,0
1,1,0,0,1,0,7,16,39,475,4.4,848,16,107,18,4,0
1,1,0,0,1,0,4,6,21,1182,3.5,1146,19,152,15,2,0
0,0,0,1,0,0,0,16,59,1169,3.0,841,10,103,8,6,0
1,0,0,1,1,0,0,1,40,3386,2.7,1140,2,119,13,4,3
1,0,1,1,1,1,4,8,8,3626,5.4,1091,14,100,5,0,3
1,1,0,0,0,0,8,20,25,3934,4.8999999999999995,1360,5,108,16,4,3
1,0,0,0,0,1,2,6,28,3913,4.0,1038,16,154,11,1,3
0,0,0,0,1,0,4,11,46,851,2.5,1111,2,152,14,8,0
0,0,1,0,1,1,8,19,52,1458,1.5,1220,19,121,18,12,1
0,0,1,1,0,0,9,11,52,2363,9.0,1636,9,188,13,0,2
0,0,0,1,1,0,2,8,23,1966,3.2,1800,7,187,15,2,2
1,0,0,1,0,1,5,9,49,2179,2.4,674,20,130,8,0,1
1,0,1,1,0,0,4,5,3,615,19.2,1591,12,192,19,6,0
0,0,0,0,0,1,5,16,61,305,2.4000000000000004,1190,14,145,7,0,0
1,1,0,0,0,0,4,5,35,3106,16.799999999999997,572,16,99,12,1,2
0,0,1,1,0,1,0,0,64,2080,23.2,1143,15,143,16,5,1
0,0,1,0,0,0,13,16,36,592,0.5,1492,18,185,10,7,0
1,1,1,1,0,0,9,11,27,2502,18.4,1825,2,163,15,11,2
1,1,1,1,0,0,2,8,45,941,12.0,1450,7,83,13,12,1
1,0,0,1,0,0,4,8,48,2532,2.3,1629,14,121,5,4,2
0,0,1,0,1,0,0,0,46,2981,1.0,669,14,144,17,7,2
1,0,1,1,0,0,2,11,10,2956,5.5,575,20,163,17,7,2
1,0,1,1,0,1,3,18,56,2281,11.2,900,14,112,8,2,1
1,1,0,1,0,0,4,7,42,2688,3.5,1057,3,112,6,3,2
0,0,1,0,1,1,16,20,24,522,4.0,1247,20,116,9,2,0
1,1,0,1,1,1,8,15,43,2179,6.5,1992,20,153,7,6,2
1,1,1,0,0,0,1,3,17,1901,8.4,974,9,162,16,0,1
1,1,1,1,1,0,8,9,47,3163,4.0,1715,11,116,18,15,3
1,1,0,0,0,0,15,20,26,426,1.0,1570,11,157,8,0,0
1,0,0,0,1,1,1,8,21,695,4.0,1724,12,105,16,0,0
1,1,1,1,0,0,0,6,47,3287,8.0,1886,17,180,12,3,3
1,1,1,0,1,1,7,16,38,1880,14.399999999999999,1177,18,162,16,4,1
1,1,1,0,1,1,6,10,37,3864,9.799999999999999,1036,13,184,5,2,3
1,0,0,1,0,0,7,17,26,325,13.0,1336,9,83,8,2,0
0,0,0,0,0,1,12,17,24,650,15.2,1004,17,128,6,0,0
0,0,1,1,1,1,10,15,5,2567,8.7,1123,10,145,11,8,2
1,1,1,0,1,1,2,13,48,2452,2.6,1730,11,198,8,2,2
1,1,1,0,1,1,13,17,17,2585,8.4,1890,14,127,5,2,2
1,0,0,1,1,0,1,8,56,1532,21.0,1055,13,111,5,0,1
1,0,0,1,1,1,2,3,59,2917,2.4,805,20,110,12,2,2
1,1,0,0,1,0,15,16,2,3635,3.9000000000000004,608,8,139,13,4,2
1,0,0,0,0,0,5,12,51,2098,4.8,1130,18,175,5,2,1
1,0,1,1,0,1,8,18,13,484,2.0999999999999996,1208,3,86,11,9,0
0,0,0,0,0,1,1,3,53,720,9.1,535,16,151,10,2,0
1,0,0,1,0,1,1,2,7,2734,5.1,1191,15,102,18,5,2
1,1,0,0,1,0,0,0,3,3910,10.8,922,10,100,18,8,3
1,0,0,1,0,0,3,7,37,817,1.5,966,20,123,6,5,0
0,0,1,1,0,0,10,16,48,3781,5.6,1351,5,134,15,0,3
1,1,0,0,1,0,12,16,48,832,5.2,732,4,141,18,10,0
1,1,1,0,1,1,9,16,11,939,2.0,1005,8,132,11,4,0
0,0,1,1,1,0,2,7,22,1091,4.8,1575,7,81,16,8,1
1,1,0,0,1,1,10,14,11,2417,2.8,1427,8,155,9,3,2
0,0,1,1,0,0,5,12,26,2552,11.6,1306,8,145,17,0,2
1,0,0,1,0,0,3,12,25,1251,5.5,1911,2,106,11,0,1
1,1,1,1,0,0,4,5,63,2658,2.2,1170,11,83,11,10,2
0,0,0,0,1,1,6,13,64,339,12.0,1278,12,146,6,1,0
1,1,0,0,0,1,0,3,55,3124,1.5,1709,19,144,15,7,3
1,1,1,0,1,0,2,7,27,2387,4.800000000000001,1904,19,198,5,4,2
0,0,1,1,1,0,6,16,37,1415,0.5,1741,10,183,17,9,1
0,0,0,1,1,1,0,3,48,2465,3.0,1288,16,92,5,4,2
1,0,1,0,1,1,4,15,33,2947,7.5,1976,4,196,16,11,3
1,1,1,0,0,0,1,2,62,3747,2.0,1270,8,142,18,13,3
1,0,1,0,1,1,0,4,52,552,12.8,1246,8,187,7,3,0
1,1,0,1,1,0,12,14,20,1826,2.5,1544,5,144,11,10,1
0,0,1,0,0,1,1,5,38,2210,4.0,671,18,105,6,1,1
1,1,0,1,1,1,6,14,51,2587,9.2,582,18,156,6,3,1
1,0,1,0,0,0,5,6,22,945,12.600000000000001,1951,4,132,16,5,1
1,0,0,0,1,1,2,4,44,3288,2.2,822,17,146,8,5,2
1,1,1,1,1,0,9,10,63,3003,2.0,733,12,153,12,9,2
1,1,0,1,1,1,10,12,15,702,4.0,820,19,149,6,0,0
1,1,0,0,1,0,8,10,19,2029,8.8,1455,10,174,8,0,2
0,0,0,1,1,1,1,19,57,3138,3.0,1723,11,122,12,8,3
1,1,0,0,0,1,2,16,60,1521,9.600000000000001,1869,18,124,14,8,1
1,1,1,0,0,1,1,3,33,1830,1.0,1670,6,127,5,0,1
0,0,1,0,1,1,8,15,57,3822,5.6,1734,6,188,9,4,3
1,1,0,0,0,1,7,11,59,1914,10.0,602,10,166,11,2,1
1,1,1,0,1,1,6,11,31,2819,2.5,1060,16,162,10,4,2
1,1,0,1,0,0,11,14,8,3120,5.6,1445,15,164,7,3,3
1,0,1,1,1,1,6,13,32,2119,11.200000000000001,1005,5,199,14,9,2
1,1,1,0,0,0,8,13,27,1676,0.5,536,20,108,14,7,0
1,1,1,0,0,1,0,1,34,1749,3.3000000000000003,1255,8,85,19,17,1
1,1,0,1,1,0,1,3,43,2447,2.6,1252,11,124,18,15,2
1,1,1,1,0,0,0,0,54,3315,16.0,1471,4,127,17,1,3
1,1,1,1,1,0,0,3,47,3402,6.8999999999999995,914,5,119,14,10,3
1,1,0,1,1,0,3,6,14,763,20.8,1439,4,101,5,3,0
0,0,1,1,0,1,6,9,60,3065,2.0,732,14,92,19,12,3
1,1,0,1,0,1,3,5,38,3530,13.299999999999999,1025,11,138,5,0,3
1,0,0,0,1,1,18,20,31,496,2.7,842,14,161,14,1,0
0,0,1,1,1,0,0,20,28,2885,1.8,643,5,199,8,6,2
1,0,0,0,1,1,8,14,23,3720,2.8,667,10,136,19,10,3
1,0,0,1,0,1,5,6,29,2500,2.3,1791,2,196,10,7,2
1,0,0,0,1,1,2,15,57,2254,2.5,1104,16,129,14,7,2
1,1,0,1,0,1,5,13,33,2395,12.0,1276,10,136,11,1,2
1,1,1,0,1,0,2,3,22,3741,2.4,927,5,162,7,4,3
1,1,1,0,1,1,11,16,19,2473,5.5,859,17,139,10,4,2
1,0,1,1,1,0,2,19,57,1316,20.3,1162,3,146,10,2,1
1,0,0,0,0,0,11,18,22,1403,4.8,1876,13,168,15,11,1
0,0,1,0,1,1,3,11,36,2521,8.100000000000001,1057,6,105,19,15,2
0,0,0,0,0,1,1,5,15,735,3.6,1926,8,86,5,2,0
1,1,0,0,1,1,3,9,40,2510,2.4,853,6,166,8,3,2
1,1,0,1,0,1,1,19,7,1406,12.0,1949,8,175,5,1,1
0,0,0,0,0,0,3,10,38,1392,2.5,1981,11,103,5,0,1
1,1,0,1,1,1,5,19,21,1969,8.7,1556,15,197,11,3,2
1,0,1,1,1,0,3,14,12,3549,5.6,660,12,161,19,18,3
